config,best_val_mpjpe_px,test_mpjpe_px,test_pck@0.05
naive_copy_previous,,15.855944633483887,0.9115031554790591
lstm_baseline,31.466856002807617,27.478443145751953,0.8179862306368331
lstm_velocity,31.202836990356445,27.728090286254883,0.8194205393000574
