epoch,train_mse,val_mse,val_mpjpe_px,val_pck@0.05
1,0.03920396371059632,0.017146020303621435,133.63343811035156,0.1388167388167388
2,0.011934237751774686,0.008569499534187895,96.21261596679688,0.18542568542568544
3,0.007068817417516753,0.006523437143275232,81.67545318603516,0.2658008658008658
4,0.004395505672113763,0.004817721405715653,68.7337646484375,0.3643578643578644
5,0.0030542639202423513,0.0037182486870072106,59.31979751586914,0.4507936507936508
6,0.002583336449725918,0.00341567217061917,57.12335968017578,0.46435786435786436
7,0.0023325237029148314,0.0029029869869577163,51.62792205810547,0.5313131313131313
8,0.002088087109513778,0.002758394732055339,50.560916900634766,0.5380952380952381
9,0.0019813447823580454,0.0028353182401395205,50.601871490478516,0.5418470418470418
10,0.0018737513809735892,0.0027456569936916684,48.359806060791016,0.581962481962482
11,0.0018400866415095392,0.0024503086185590785,46.752708435058594,0.5961038961038961
12,0.001723208250330081,0.0023989247383944916,45.46642303466797,0.6135642135642135
13,0.0016614048071599827,0.0023831774960413124,45.39356231689453,0.6073593073593073
14,0.0016236836484894552,0.0023729871224724883,45.8773307800293,0.591919191919192
15,0.00157588646222379,0.002298144211597515,44.321533203125,0.6147186147186147
16,0.0015160505808939143,0.002284084839012587,45.09040451049805,0.6181818181818182
17,0.0014853457404083756,0.0020867780471841495,42.7476921081543,0.6356421356421357
18,0.0014350569816848273,0.0020790163484035117,42.47211456298828,0.6428571428571429
19,0.0014008640117016892,0.0019837183285165917,41.16464614868164,0.6555555555555556
20,0.0013336632179007644,0.002151788282913692,43.522239685058594,0.6242424242424243
21,0.0013503446748785715,0.001954936837269501,40.707035064697266,0.658008658008658
22,0.0012781513373185166,0.0018601559243644728,39.6700325012207,0.6672438672438672
23,0.0012728068164534986,0.001885888259857893,39.89390182495117,0.6686868686868687
24,0.0012466678175355786,0.0018020891358680798,39.57557678222656,0.6738816738816739
25,0.0012082668676080487,0.0016975879415192386,37.786163330078125,0.6884559884559884
26,0.0012418652161532058,0.00176270172903032,38.316749572753906,0.6861471861471862
27,0.0012205603302126288,0.0017902418152626717,39.73460006713867,0.6705627705627706
28,0.0011748945489575072,0.0017989888787269593,39.809532165527344,0.668975468975469
29,0.0011624112117311193,0.0016974973915652796,38.64856719970703,0.6884559884559884
30,0.0011089814515173357,0.0016201072245497596,37.48390579223633,0.7049062049062049
31,0.0011109979644605013,0.001606788236478513,37.91966247558594,0.6855699855699856
32,0.001088474229194973,0.0016275524937858184,36.68665313720703,0.6985569985569986
33,0.001070809738757335,0.0015987801139779162,36.955970764160156,0.6937950937950937
34,0.0010876659791739214,0.0015108648207828855,35.783409118652344,0.7291486291486291
