epoch,train_mse,val_mse,val_mpjpe_px,val_pck@0.05
1,0.03485606891431256,0.04272359260980458,205.5498504638672,0.04952890247007894
2,0.008174227076218059,0.045805336299905165,202.4271697998047,0.05869620575502928
3,0.006964915585973538,0.04288084974343127,195.73004150390625,0.06327985739750445
4,0.0063518705661671,0.038526562087357365,185.5895538330078,0.06799083269671505
5,0.004258944194310482,0.025590417478333183,150.71266174316406,0.09294626941685766
6,0.002621229945987765,0.02748963541605256,150.99179077148438,0.09409218232747645
7,0.0022992050080335538,0.025162968914059395,144.56179809570312,0.09651133180544945
8,0.0021111468135873953,0.02522676803649747,145.43565368652344,0.10045836516424751
9,0.0018620119188022873,0.024552502116576874,140.2177276611328,0.09982174688057041
10,0.001678335296716415,0.023765799116323337,136.72946166992188,0.10338680926916222
11,0.0016097055817551906,0.022854205250819735,134.9776153564453,0.10313216195569137
12,0.0015540520367922806,0.02241778741266957,134.38967895507812,0.10338680926916222
13,0.0015324548796129957,0.021455555905234368,131.0093536376953,0.1074611662846957
14,0.0014741419205598807,0.02045391001962723,128.7074737548828,0.10555131143366438
15,0.0014344191426728943,0.020556998912264958,130.3907928466797,0.09880315762668704
16,0.001387362843599789,0.01892283106631136,125.36792755126953,0.10376878023936847
17,0.0013678187828379453,0.01646801665983098,117.89317321777344,0.12681436210847977
18,0.0012788189821551217,0.015378451413091491,115.45149230957031,0.12006620830150241
19,0.0012915767575344763,0.015062153369267995,113.9491958618164,0.117519735166794
20,0.0012666344852816484,0.014019041516404738,112.38671112060547,0.11841100076394194
21,0.0012271850345205659,0.0138008227362671,109.42854309082031,0.1341991341991342
22,0.0011738025650499593,0.0144161710585343,112.44639587402344,0.11051693404634581
23,0.001157747616193374,0.013988482880401101,110.74976348876953,0.11255411255411256
24,0.0011264811828662518,0.013619364597859548,109.96508026123047,0.11115355233002291
25,0.0011250116614132258,0.013213359795630297,107.79222106933594,0.12885154061624648
26,0.001121871451956411,0.013364835129303728,108.19670104980469,0.13623631270690095
27,0.0011019264051346437,0.012554917125937773,104.37703704833984,0.16017316017316016
28,0.001080430077355996,0.012634023670405945,104.56490325927734,0.155589508530685
29,0.001071927048021733,0.013437387110157446,107.1353988647461,0.1466768525592055
30,0.00104792966527667,0.012695736690040897,103.41348266601562,0.1609371021135727
31,0.0010202560085939016,0.01279785638963953,104.61485290527344,0.15189712248535778
32,0.0010072938160436225,0.012336595835572577,102.45932006835938,0.16068245480010185
33,0.0009827426341547723,0.012043062358457137,100.81227111816406,0.16934046345811052
34,0.0010142836813425895,0.012527776916914764,102.77670288085938,0.17545199898141076
35,0.0009694315912411915,0.012141032473129384,101.26041412353516,0.18423733129615483
36,0.000963271741559736,0.012414329595624763,103.54009246826172,0.1651387827858416
37,0.0009557158924299163,0.012457028788360044,102.60588836669922,0.17621594092182327
38,0.0009492138834235663,0.011594502519278285,99.32365417480469,0.19276801629742807
39,0.0009250834728202802,0.01211897597553577,101.11876678466797,0.18563789152024446
40,0.0009272938933934398,0.011827456241941706,99.17876434326172,0.20448179271708683
41,0.0009373204827999275,0.012265586573132538,101.74353790283203,0.19034886681945506
42,0.0009282957835512685,0.011617667026777957,99.49588012695312,0.1816908581614464
43,0.000995900420276805,0.011997066881447872,101.18956756591797,0.173414820473644
44,0.0009316899671581743,0.01164013042767099,98.83981323242188,0.20155334861217214
45,0.0009006397478712077,0.012024702369808194,101.34832763671875,0.19429590017825313
46,0.0009052149189554244,0.011060067532175684,96.8179931640625,0.20499108734402852
47,0.0009087784701498584,0.011658431897388103,99.96664428710938,0.19136745607333844
48,0.000892555796071414,0.011257645046527692,98.31550598144531,0.20384517443340971
49,0.0008796005463699939,0.011215579900193342,98.1838607788086,0.20741023682200152
50,0.0008797386267931277,0.0116771204436925,99.85536193847656,0.19442322383498853
51,0.0008672212906864735,0.011755698639401459,100.78262329101562,0.19111280875986758
52,0.0008877468011397967,0.010756960477341305,96.1714096069336,0.20206264323911383
53,0.0008705052211555315,0.011043266373322928,97.76689910888672,0.20295390883626177
54,0.0008818924846512473,0.011723579231271132,101.35022735595703,0.18678380443086326
55,0.0008670530207353699,0.010973498753127567,96.85070037841797,0.20206264323911383
56,0.0008575690367590051,0.010617025933641801,95.47277069091797,0.20499108734402852
57,0.0008473851515790468,0.010696417761637884,96.06610107421875,0.20995670995670995
58,0.0008616114202655913,0.011592244420618934,100.6601333618164,0.18551056786350903
59,0.0008543584926808176,0.011140586325231402,98.45842742919922,0.1906035141329259
60,0.0008404538884935977,0.010755615513074525,96.45564270019531,0.2060096765979119
